Age,Gender,Education Level,Job Title,Years of Experience,Salary
36,Female,PhD,Research Scientist,12.0,160000
25,Male,Bachelor's Degree,Product Manager,1.0,55000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000
34,Male,PhD,Research Director,11.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,180000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,50000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,160000
25,Male,Bachelor's Degree,Product Manager,1.0,55000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000
34,Male,PhD,Research Director,11.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,180000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,50000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,160000
25,Male,Bachelor's Degree,Product Manager,1.0,55000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000
34,Male,PhD,Research Director,11.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,180000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,50000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,160000
25,Male,Bachelor's Degree,Product Manager,1.0,55000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000
34,Male,PhD,Research Director,11.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,180000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,50000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,160000
25,Male,Bachelor's Degree,Product Manager,1.0,55000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000
34,Male,PhD,Research Director,11.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,180000
28,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000
33,Male,Master's Degree,Software Engineer,9.0,120000
26,Female,Bachelor's Degree,Graphic Designer,1.0,45000
29,Male,Bachelor's Degree,Product Manager,5.0,80000
35,Female,PhD,Research Scientist,11.0,150000
27,Male,Bachelor's Degree,Software Engineer,2.0,65000
31,Female,Bachelor's Degree,Marketing Manager,7.0,100000
28,Male,Master's Degree,Financial Analyst,4.0,90000
24,Female,Bachelor's Degree,Marketing Analyst,0.0,40000
30,Male,Bachelor's Degree,Project Manager,6.0,110000
34,Female,PhD,Research Director,12.0,170000
27,Male,Bachelor's Degree,Software Engineer,3.0,75000
33,Female,Master's Degree,Marketing Manager,8.0,120000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
25,Female,High School,Customer Service Representative,1.0,30000
36,Male,PhD,Research Scientist,13.0,180000
39,Female,Bachelor's Degree,Financial Manager,15.0,200000
26,Male,Bachelor's Degree,Product Designer,1.0,50000
31,Female,PhD,Data Scientist,8.0,140000
28,Male,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Female,Bachelor's Degree,Product Manager,7.0,110000
24,Male,High School,Delivery Driver,0.0,28000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,210000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
29,Male,Bachelor's Degree,Software Engineer,3.0,75000
32,Female,Master's Degree,Marketing Manager,8.0,120000
27,Male,Bachelor's Degree,Product Manager,2.0,65000
30,Female,PhD,Data Scientist,6.0,100000
36,Male,Bachelor's Degree,Financial Analyst,11.0,150000
28,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000
33,Male,Master's Degree,Software Engineer,9.0,120000
26,Female,Bachelor's Degree,Graphic Designer,1.0,45000
29,Male,Bachelor's Degree,Product Manager,5.0,80000
35,Female,PhD,Research Scientist,11.0,150000
27,Male,Bachelor's Degree,Software Engineer,2.0,65000
31,Female,Bachelor's Degree,Marketing Manager,7.0,100000
28,Male,Master's Degree,Financial Analyst,4.0,90000
24,Female,Bachelor's Degree,Marketing Analyst,0.0,40000
30,Male,Bachelor's Degree,Project Manager,6.0,110000
34,Female,PhD,Research Director,12.0,170000
27,Male,Bachelor's Degree,Software Engineer,3.0,75000
33,Female,Master's Degree,Marketing Manager,8.0,120000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
25,Female,High School,Customer Service Representative,1.0,30000
36,Male,PhD,Research Scientist,13.0,180000
39,Female,Bachelor's Degree,Financial Manager,15.0,200000
26,Male,Bachelor's Degree,Product Designer,1.0,50000
31,Female,PhD,Data Scientist,8.0,140000
28,Male,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Female,Bachelor's Degree,Product Manager,7.0,110000
24,Male,High School,Delivery Driver,0.0,28000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,210000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
27,Male,phD,Marketing Coordinator,7.0,120000
28,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000
33,Male,Master's Degree,Software Engineer,8.0,120000
27,Female,Bachelor's Degree,Product Manager,2.0,65000
30,Male,PhD,Data Scientist,6.0,100000
36,Female,Bachelor's Degree,Financial Analyst,11.0,150000
29,Male,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Female,Master's Degree,Software Engineer,9.0,120000
26,Male,Bachelor's Degree,Graphic Designer,1.0,45000
29,Female,Bachelor's Degree,Product Manager,5.0,80000
35,Male,PhD,Research Scientist,11.0,150000
27,Male,Bachelor's Degree,Software Engineer,2.0,65000
31,Female,Bachelor's Degree,Marketing Manager,7.0,100000
28,Male,Master's Degree,Financial Analyst,4.0,90000
24,Female,Bachelor's Degree,Marketing Analyst,0.0,40000
30,Male,Bachelor's Degree,Project Manager,6.0,110000
34,Female,PhD,Research Director,12.0,170000
27,Male,Bachelor's Degree,Software Engineer,3.0,75000
33,Female,Master's Degree,Marketing Manager,8.0,120000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
25,Female,High School,Customer Service Representative,1.0,30000
36,Male,PhD,Research Scientist,13.0,180000
39,Female,Bachelor's Degree,Financial Manager,15.0,200000
26,Male,Bachelor's Degree,Product Designer,1.0,50000
31,Female,PhD,Data Scientist,8.0,140000
28,Male,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Female,Bachelor's Degree,Product Manager,7.0,110000
24,Male,High School,Delivery Driver,0.0,28000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,210000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
26,Male,Bachelor's Degree,Product Designer,2.0,55000
31,Female,PhD,Data Scientist,8.0,140000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,130000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,12.0,170000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000
34,Male,PhD,Research Director,11.0,160000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,60000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
37,Male,Master's Degree,Marketing Director,14.0,190000
39,Female,Bachelor's Degree,Financial Manager,16.0,200000
29,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000
34,Male,Master's Degree,Software Engineer,9.0,125000
28,Female,Bachelor's Degree,Product Manager,3.0,70000
31,Male,PhD,Data Scientist,7.0,110000
37,Female,Bachelor's Degree,Financial Analyst,12.0,160000
30,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Software Engineer,8.0,120000
27,Male,Bachelor's Degree,Graphic Designer,2.0,50000
30,Female,Bachelor's Degree,Product Manager,5.0,85000
36,Male,PhD,Research Scientist,11.0,155000
28,Male,Bachelor's Degree,Software Engineer,3.0,70000
32,Female,Bachelor's Degree,Marketing Manager,8.0,115000
29,Male,Master's Degree,Financial Analyst,5.0,95000
25,Female,Bachelor's Degree,Marketing Analyst,0.0,40000
31,Male,Bachelor's Degree,Project Manager,6.0,115000
35,Female,PhD,Research Director,12.0,175000
28,Male,Bachelor's Degree,Software Engineer,3.0,70000
33,Female,Master's Degree,Marketing Manager,9.0,135000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
25,Female,High School,Customer Service Representative,1.0,30000
36,Male,PhD,Research Scientist,13.0,185000
40,Female,Bachelor's Degree,Financial Manager,15.0,210000
27,Male,Bachelor's Degree,Product Designer,1.0,45000
32,Female,PhD,Data Scientist,9.0,145000
28,Male,Bachelor's Degree,Marketing Analyst,3.0,70000
32,Female,Bachelor's Degree,Product Manager,7.0,120000
24,Male,High School,Delivery Driver,0.0,28000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
